VALUE,HEIGHT,LEFT,RIGHT,AGE,NATIONALITY,GOAL,ASSIST,MINUTES,SCORINGABILITY,PASS,TACKLE,DRIBBLE,SAVE,CLEANSHEET
28000000,187,0,1,25,1,0.03,0.0,3092,0.6,87.6,16,37.5,0.0,0.0
17000000,174,0,1,26,0,0.1,0.0,935,-1.7000000000000002,85.8,9,50.0,0.0,0.0
56000000,194,0,1,26,0,0.03,0.03,3420,-1.0,88.5,27,76.9,0.0,0.0
48000000,181,0,1,23,1,0.58,0.21,2624,6.1,79.8,12,61.5,0.0,0.0
7500000,170,1,0,31,1,0.0,0.24,758,-1.1,84.5,7,41.7,0.0,0.0
16000000,194,1,0,30,1,0.0,0.11,1581,-0.2,88.3,21,79.3,0.0,0.0
22000000,193,0,1,22,1,0.2,0.05,1772,2.5,82.0,31,66.0,0.0,0.0
16000000,178,0,1,23,1,0.06,0.18,1484,-1.2999999999999998,73.5,12,52.6,0.0,0.0
80000000,191,0,0,26,1,0.07,0.22,1204,-1.0,85.8,16,62.9,0.0,0.0
64000000,185,0,1,21,0,0.58,0.24,2643,-0.3000000000000007,76.7,6,54.5,0.0,0.0
8000000,187,1,0,29,1,0.0,0.0,122,-0.1,67.3,1,0.0,0.0,0.0
22000000,185,1,0,24,0,0.0,0.0,1733,-0.5,86.5,24,72.7,0.0,0.0
8000000,186,0,1,21,0,0.0,0.0,189,0.0,90.1,3,0.0,0.0,0.0
32000000,183,0,1,21,0,0.0,0.12,3070,-0.9,81.2,65,64.8,0.0,0.0
11000000,172,0,1,18,0,0.09,0.0,1006,0.30000000000000004,83.5,5,70.0,0.0,0.0
3000000,175,0,0,34,0,0.0,0.0,955,-0.1,76.9,4,47.1,0.0,0.0
1000000,177,0,1,18,0,0.0,0.0,99,-0.2,86.2,2,75.0,0.0,0.0
9000000,176,1,0,25,0,0.04,0.04,2164,0.5,80.4,28,50.0,0.0,0.0
12000000,177,0,0,29,1,0.47,0.0,2101,1.1999999999999993,68.0,14,70.0,0.0,0.0
23000000,192,0,1,22,1,0.05,0.05,1886,-0.30000000000000004,88.9,19,0.0,0.0,0.0
25000,171,0,1,21,0,0.0,0.0,18,0.0,87.5,0,0.0,0.0,0.0
4000000,180,0,1,29,0,0.13,0.27,1350,0.3999999999999999,75.0,19,33.3,0.0,0.0
6000000,182,0,1,29,1,0.0,0.0,1628,-1.0,88.7,8,50.0,0.0,0.0
27000000,184,0,1,19,0,0.04,0.08,2139,0.5,88.3,53,63.6,0.0,0.0
2000000,180,1,0,24,1,0.0,0.0,106,-0.2,69.5,1,50.0,0.0,0.0
3000000,177,1,0,17,0,0.0,0.0,25,0.0,75.0,0,0.0,0.0,0.0
10000000,167,0,1,21,0,0.0,0.24,1110,-0.8,87.7,10,51.7,0.0,0.0
2000000,185,0,1,34,0,0.0,0.0,2370,0.0,67.8,0,50.0,0.747,40.7
10000000,175,0,1,32,0,0.42,0.19,1930,2.8,69.9,12,60.2,0.0,0.0
25000,196,0,1,36,0,0.0,0.0,150,0.0,76.6,0,0.0,0.667,0.0
1000000,187,0,1,20,0,0.0,0.0,360,-0.3,93.0,6,66.7,0.0,0.0
5500000,185,0,0,23,1,0.51,0.1,880,2.2,73.2,7,55.0,0.0,0.0
16000000,172,0,1,24,0,0.0,0.1,1790,-2.3,86.8,51,75.0,0.0,0.0
5000000,183,0,1,29,1,0.0,0.0,1620,-0.1,84.7,35,46.2,0.0,0.0
22000000,180,0,1,24,0,0.21,0.17,2173,1.7999999999999998,80.0,44,61.5,0.0,0.0
6000000,177,0,1,27,1,0.04,0.12,2164,-0.8999999999999999,81.1,30,53.6,0.0,0.0
8000000,186,1,0,29,1,0.13,0.19,1416,0.6000000000000001,87.6,27,50.0,0.0,0.0
32000000,179,1,0,26,0,0.0,0.0,22,-0.4,100.0,0,66.7,0.0,0.0
1000000,178,0,1,22,0,0.0,0.0,548,-1.3,72.5,5,53.3,0.0,0.0
2000000,180,0,1,22,1,0.0,0.0,1029,-0.1,88.1,16,85.7,0.0,0.0
1000000,180,0,1,26,1,0.22,0.11,821,-0.2999999999999998,68.2,12,51.9,0.0,0.0
1000000,184,0,1,32,1,0.09,0.0,2115,0.7,86.8,25,85.7,0.0,0.0
4000000,186,0,1,24,1,0.0,0.0,810,0.0,81.6,7,50.0,0.0,0.0
65000,180,1,0,26,1,0.0,0.33,270,0.0,67.1,3,100.0,0.0,0.0
4000000,182,0,1,23,0,0.0,0.11,2520,-0.4,75.6,53,57.1,0.0,0.0
40000,181,0,1,34,0,0.12,0.0,764,0.6,82.2,16,44.4,0.0,0.0
1000000,180,1,0,27,0,0.0,0.0,1254,-0.3,69.1,14,56.3,0.0,0.0
40000,185,0,1,30,0,0.0,0.0,136,0.0,61.4,0,0.0,0.4,0.0
12000000,186,0,1,24,1,0.49,0.12,2196,1.5999999999999996,70.5,2,52.8,0.0,0.0
3000000,186,0,1,21,1,0.0,0.0,1587,-0.4,87.4,36,83.3,0.0,0.0
80000,182,0,1,25,0,0.0,0.0,468,-0.5,73.9,7,50.0,0.0,0.0
2000000,181,0,1,23,1,0.04,0.08,2266,-0.6000000000000001,80.9,68,75.0,0.0,0.0
2000000,185,0,1,23,0,0.0,0.0,1646,-0.3,89.7,34,64.7,0.0,0.0
25000,186,1,0,19,1,0.0,0.0,4,0.0,0.0,0,0.0,0.0,0.0
2000000,182,0,1,25,1,0.25,0.1,1826,1.4,79.0,35,60.4,0.0,0.0
3000000,187,0,1,20,1,0.28,0.0,951,0.7000000000000002,71.1,10,49.1,0.0,0.0
1000000,184,0,1,31,1,0.0,0.0,2384,0.0,51.2,0,100.0,0.78,29.6
1000000,180,0,1,28,0,0.0,0.52,519,-0.3,80.7,10,42.9,0.0,0.0
1000000,192,0,1,30,1,0.0,0.0,1352,-0.5,87.3,12,66.7,0.0,0.0
25000000,178,0,1,24,1,0.09,0.36,1007,-0.19999999999999996,65.9,23,78.9,0.0,0.0
1000000,178,1,0,23,0,0.0,0.08,1102,-0.3,73.7,17,76.9,0.0,0.0
6000000,181,1,0,21,1,0.0,0.4,898,-1.1,76.4,9,75.0,0.0,0.0
9000000,186,1,0,24,1,0.31,0.19,1448,1.5,79.0,17,59.5,0.0,0.0
2300000,187,0,1,19,0,0.0,0.0,110,0.0,80.5,4,100.0,0.0,0.0
45000,183,1,0,21,1,0.0,0.0,2,0.0,100.0,0,0.0,0.0,0.0
28000000,189,0,1,22,1,0.03,0.0,2618,0.4,92.2,37,88.9,0.0,0.0
13000000,187,0,1,22,1,0.46,0.29,1550,-1.0,75.4,15,43.4,0.0,0.0
28000000,191,0,1,25,0,0.03,0.03,2780,-0.7,85.9,20,75.0,0.0,0.0
5000000,179,0,1,28,0,0.37,0.37,1453,-1.7999999999999998,70.9,20,72.7,0.0,0.0
7000000,176,0,1,27,0,0.28,0.17,1633,0.0,79.6,27,50.0,0.0,0.0
2000000,177,0,1,29,0,0.0,0.0,1012,-0.5,83.3,16,100.0,0.0,0.0
1000000,183,0,1,31,1,0.0,0.0,271,0.0,76.7,3,33.3,0.0,0.0
7000000,191,0,1,28,0,0.0,0.0,1464,-0.4,85.1,28,85.0,0.0,0.0
14000000,175,0,1,26,1,0.03,0.1,2710,-0.10000000000000009,70.7,36,56.6,0.0,0.0
32500,185,0,1,20,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0
17000000,183,0,1,22,0,0.15,0.08,2356,-2.0999999999999996,82.5,27,73.8,0.0,0.0
35000000,181,0,1,26,1,0.42,0.42,2143,-0.6999999999999993,72.3,11,62.3,0.0,0.0
700,174,0,1,34,1,0.0,0.0,64,-0.5,77.1,0,100.0,0.0,0.0
9000000,183,0,1,30,1,0.0,0.0,3060,0.0,82.2,0,100.0,0.743,20.6
6000000,181,0,1,30,0,0.57,0.19,1432,2.5,80.8,25,53.8,0.0,0.0
3000000,188,0,1,29,0,0.0,0.0,615,0.0,88.1,14,100.0,0.0,0.0
22000000,192,0,1,21,1,0.41,0.33,2202,0.0,68.5,18,60.5,0.0,0.0
80000,171,1,0,31,1,0.0,0.59,152,-0.2,75.0,2,45.5,0.0,0.0
1000000,181,1,0,33,1,0.11,0.11,1680,0.7,75.5,17,62.5,0.0,0.0
36000000,190,0,1,22,1,0.09,0.09,1947,0.5,86.7,54,74.6,0.0,0.0
17000000,175,1,0,21,1,0.04,0.0,2485,0.09999999999999998,87.6,60,80.5,0.0,0.0
2000000,178,0,1,33,1,0.0,0.13,685,-0.2,90.9,8,75.0,0.0,0.0
9000000,180,0,1,29,0,0.2,0.34,1338,-0.7000000000000002,84.1,14,71.1,0.0,0.0
4000000,180,0,1,28,0,0.0,0.0,70,-0.1,77.3,2,100.0,0.0,0.0
10000,188,1,0,19,0,0.0,0.0,25,0.0,100.0,2,0.0,0.0,0.0
9000000,176,0,1,22,0,0.06,0.06,1622,0.4,80.8,20,45.8,0.0,0.0
30000000,178,0,1,25,1,0.3,0.3,2704,0.9000000000000004,78.2,34,65.0,0.0,0.0
11000000,182,1,0,24,1,0.15,0.22,1209,-1.2000000000000002,75.4,18,53.3,0.0,0.0
12000000,184,0,1,25,0,0.0,0.1,1725,0.0,83.8,31,81.8,0.0,0.0
49000000,196,0,1,20,0,0.0,0.0,3201,0.0,76.4,0,0.0,0.716,33.3
6000000,183,0,1,23,1,0.0,0.0,405,-0.3,88.2,1,0.0,0.0,0.0
2000000,185,0,1,19,0,0.0,0.0,680,-0.1,89.1,4,0.0,0.0,0.0
32000000,184,1,0,21,1,0.19,0.1,2817,1.5999999999999996,83.4,48,62.8,0.0,0.0
3500000,195,0,0,37,1,0.66,0.33,1362,0.09999999999999964,69.8,3,54.5,0.0,0.0
20000000,183,0,1,22,1,0.12,0.03,2904,-0.09999999999999964,89.1,33,70.5,0.0,0.0
7000000,191,0,1,30,1,0.0,0.0,1240,-0.5,89.1,14,0.0,0.0,0.0
6500000,184,0,1,25,1,0.0,0.17,537,-0.4,83.5,11,61.5,0.0,0.0
5000000,178,1,0,26,1,0.0,0.0,172,0.0,79.8,2,50.0,0.0,0.0
20000000,188,0,1,20,1,0.38,0.06,1404,1.0999999999999996,76.1,4,65.1,0.0,0.0
30000,186,0,1,17,0,0.0,0.0,27,0.0,81.3,0,0.0,0.0,0.0
9000000,182,0,1,28,1,0.0,0.0,1466,-0.3,89.9,9,75.0,0.0,0.0
22000000,180,1,0,21,1,0.0,0.08,1103,-2.3,78.7,30,60.0,0.0,0.0
21500000,183,0,1,24,1,0.3,0.0,1183,-2.2,75.7,1,75.0,0.0,0.0
32000000,185,0,1,25,1,0.71,0.19,1395,4.3,50.0,0,58.9,0.0,0.0
65000,188,0,1,36,1,0.0,0.0,90,0.0,73.0,0,0.0,0.64,16.7
5000000,180,1,0,26,1,0.0,0.0,386,0.0,84.9,4,0.0,0.0,0.0
36000000,188,1,0,24,0,0.03,0.0,3091,-0.6000000000000001,92.0,25,66.7,0.0,0.0
6000000,180,0,1,20,1,0.13,0.0,684,0.19999999999999996,82.1,6,50.0,0.0,0.0
16000000,184,0,1,23,1,0.0,0.0,60,-0.4,70.4,4,33.3,0.0,0.0
20000000,177,1,0,25,1,0.07,0.13,1359,-0.10000000000000009,76.9,14,63.5,0.0,0.0
6000000,172,0,1,26,0,0.0,0.17,1072,-0.1,84.2,28,57.7,0.0,0.0
9000000,180,0,1,22,0,0.0,0.0,266,-0.5,82.5,0,66.7,0.0,0.0
25000000,189,0,1,24,0,0.05,0.1,1719,-0.8,86.5,49,55.4,0.0,0.0
16000000,181,0,0,24,1,0.42,0.1,858,-0.09999999999999964,70.2,8,50.0,0.0,0.0
6000000,182,1,0,22,0,0.0,0.0,1679,-0.6,79.7,24,60.0,0.0,0.0
3200000,186,1,0,22,1,0.0,0.0,1057,-1.2,80.9,33,65.1,0.0,0.0
40000000,170,0,1,28,0,0.75,0.17,2164,4.9,75.5,15,66.1,0.0,0.0
2000000,172,1,0,23,1,0.0,0.0,130,-0.2,74.7,1,100.0,0.0,0.0
6000000,179,0,1,32,1,0.0,0.29,930,-0.5,81.9,9,75.0,0.0,0.0
11000000,176,0,1,20,0,0.0,0.3,610,-0.3,86.0,14,57.9,0.0,0.0
1000000,185,0,1,18,1,0.0,0.0,62,-0.2,78.6,0,50.0,0.0,0.0
4000000,190,0,1,31,1,0.04,0.0,2070,-0.3999999999999999,89.6,13,0.0,0.0,0.0
20000000,180,0,1,23,1,0.13,0.17,2061,0.0,76.6,35,71.1,0.0,0.0
12000000,183,0,1,22,1,0.0,0.0,890,-1.1,80.6,13,42.1,0.0,0.0
4000000,184,0,1,26,1,0.0,0.0,1056,0.0,85.7,14,100.0,0.0,0.0
6500000,183,0,1,29,1,0.38,0.0,473,0.19999999999999996,66.0,1,62.5,0.0,0.0
11000000,186,1,0,28,0,0.0,0.0,2520,0.0,73.9,0,0.0,0.712,25.0
10000000,174,1,0,23,1,0.0,0.0,80,-0.2,92.3,1,100.0,0.0,0.0
11000000,193,0,1,25,1,0.1,0.0,1753,0.3999999999999999,88.9,28,50.0,0.0,0.0
20000000,173,0,1,24,1,0.22,0.05,1674,-1.5,79.6,20,58.7,0.0,0.0
25000000,194,1,0,18,0,0.0,0.0,1411,-0.6,87.0,12,71.4,0.0,0.0
8000000,175,0,1,22,1,0.0,0.56,160,-0.2,74.5,1,50.0,0.0,0.0
2000000,185,1,0,18,1,0.0,0.0,107,0.0,85.5,1,0.0,0.0,0.0
8000000,175,0,1,30,1,0.0,0.15,1221,-0.5,86.1,28,54.8,0.0,0.0
6000000,188,0,1,31,1,0.63,0.49,1285,-1.0,70.9,7,44.4,0.0,0.0
2000000,181,0,1,19,0,0.0,0.0,10,0.0,100.0,0,0.0,0.0,0.0
15000000,185,0,1,19,0,0.0,0.0,65,-0.1,87.5,0,33.3,0.0,0.0
25000000,178,0,1,24,1,0.0,0.0,25,0.0,83.3,0,0.0,0.0,0.0
35000,188,1,0,19,0,0.0,0.0,9,0.0,100.0,0,0.0,0.0,0.0
90000,180,0,1,21,0,0.0,0.0,196,0.0,88.1,1,100.0,0.5,0.0
45000,172,1,0,20,0,0.0,0.0,5,0.0,50.0,0,100.0,0.0,0.0
20000,174,0,1,36,1,0.0,0.0,163,-0.4,76.7,0,100.0,0.0,0.0
15000,187,0,1,20,1,0.0,0.0,72,0.0,48.1,0,0.0,0.5,0.0
6000000,179,0,1,17,0,0.0,0.0,1251,-0.3,77.2,21,52.4,0.0,0.0
40000,185,0,1,34,0,0.0,0.05,1941,-0.7,83.9,23,57.1,0.0,0.0
3000000,178,1,0,20,0,0.0,0.0,556,-0.1,82.8,4,50.0,0.0,0.0
10000000,182,0,1,27,1,0.36,0.12,2280,-1.9000000000000004,59.0,20,37.8,0.0,0.0
95000,170,1,0,26,1,0.0,0.0,148,-0.1,76.0,1,60.0,0.0,0.0
2000000,172,0,1,27,0,0.0,0.0,1150,-0.5,81.5,17,66.7,0.0,0.0
100,180,0,1,41,1,0.0,0.07,2510,-1.0,82.7,24,71.4,0.0,0.0
900,178,0,1,27,1,0.0,0.0,121,-0.3,75.9,1,57.1,0.0,0.0
8000000,181,1,0,25,0,0.24,0.2,2237,-2.0999999999999996,66.4,18,37.0,0.0,0.0
3000000,187,0,1,29,0,0.07,0.0,2458,1.1,80.6,35,57.1,0.0,0.0
4000000,186,0,1,28,1,0.07,0.0,1376,0.0,82.3,29,85.7,0.0,0.0
7000000,175,0,1,27,0,0.32,0.16,1684,3.3,77.8,5,45.5,0.0,0.0
2000000,176,1,0,28,1,0.0,0.0,1821,-0.3,74.9,8,46.0,0.0,0.0
2000000,180,1,0,23,1,0.0,0.22,811,-0.3,74.9,8,50.0,0.0,0.0
5000000,189,0,1,27,1,0.0,0.0,2250,0.0,76.2,0,0.0,0.786,32.0
2000000,185,0,1,22,0,0.15,0.15,587,0.5,76.4,12,50.0,0.0,0.0
9000000,171,0,1,27,0,0.35,0.12,1524,3.4,74.8,37,53.8,0.0,0.0
500,193,1,0,29,1,0.0,0.0,106,-1.0,65.4,0,0.0,0.0,0.0
4000000,179,0,1,27,0,0.09,0.0,2016,1.4,76.0,28,47.9,0.0,0.0
1000000,182,0,1,23,1,0.0,0.0,60,0.0,70.4,2,0.0,0.0,0.0
25000,175,0,0,19,0,0.0,0.0,151,0.0,70.8,0,25.0,0.0,0.0
45000,181,0,1,19,0,0.0,0.0,90,0.0,82.2,0,0.0,0.0,0.0
3000000,175,0,1,21,0,0.0,0.0,1400,-0.6,82.0,30,58.8,0.0,0.0
35000,185,0,1,21,1,0.0,0.0,14,0.0,75.0,0,0.0,0.0,0.0
2000000,170,0,1,20,0,0.24,0.35,762,-0.10000000000000009,66.0,5,48.7,0.0,0.0
5000000,190,1,0,22,0,0.0,0.0,2203,0.0,60.4,0,0.0,0.667,24.0
2000000,178,0,1,23,0,0.0,0.0,180,0.0,78.1,7,40.0,0.0,0.0
3500000,185,0,1,24,0,0.05,0.0,1737,-0.3999999999999999,84.2,15,83.3,0.0,0.0
300,181,0,1,21,0,0.0,0.0,121,0.0,72.2,2,33.3,0.0,0.0
1000000,188,0,1,30,0,0.13,0.07,1335,0.7,78.3,34,70.0,0.0,0.0
2500000,181,0,1,18,1,0.45,0.15,603,1.4,68.5,9,66.7,0.0,0.0
62500,187,0,1,20,0,0.0,0.0,317,0.0,52.6,0,0.0,0.667,33.3
800,185,0,1,25,1,0.0,0.52,520,-0.9,70.4,9,63.2,0.0,0.0
2000000,180,0,1,26,1,0.12,0.16,2246,-0.10000000000000009,63.4,16,51.9,0.0,0.0
3000000,187,0,1,21,0,0.0,0.0,1373,-1.2,70.3,31,59.4,0.0,0.0
2000000,175,0,1,22,1,1.29,0.0,140,0.8,81.8,2,50.0,0.0,0.0
1000000,182,0,1,27,0,0.1,0.0,929,0.09999999999999998,78.1,10,0.0,0.0,0.0
2000000,182,1,0,30,0,0.08,0.04,2339,1.1,77.8,2,85.7,0.0,0.0
1000000,179,1,0,22,0,0.04,0.0,2056,-0.30000000000000004,74.1,32,39.4,0.0,0.0
80000,182,1,0,25,0,0.0,0.0,1530,-0.2,71.1,32,52.4,0.0,0.0
80000,170,0,0,31,0,0.23,0.09,1994,2.4,71.2,12,42.4,0.0,0.0
3000000,181,0,1,26,0,0.18,0.09,2027,-2.0,66.6,15,41.5,0.0,0.0
1000000,182,0,1,31,0,0.31,0.0,584,0.5,70.8,1,45.5,0.0,0.0
30000,181,1,0,20,0,0.0,0.0,22,0.0,100.0,0,0.0,0.0,0.0
2000000,196,1,0,23,1,0.0,0.15,1165,-1.5,72.7,27,80.0,0.0,0.0
40000,186,0,1,22,1,0.0,0.0,123,-0.5,71.4,2,50.0,0.0,0.0
47500,186,1,0,31,0,0.0,0.0,68,0.0,87.9,1,0.0,0.0,0.0
200000,185,0,0,19,0,0.0,0.0,87,0.0,71.4,2,100.0,0.0,0.0
2000000,179,1,0,23,0,0.06,0.06,1632,0.0,77.3,19,72.2,0.0,0.0
2000000,178,0,1,26,1,0.05,0.1,1817,-0.6000000000000001,83.7,41,54.5,0.0,0.0
1000000,179,0,1,27,0,0.0,0.0,1605,0.0,77.2,32,77.8,0.0,0.0
1000000,187,0,1,20,0,0.0,0.0,415,0.0,83.5,1,100.0,0.0,0.0
3000000,172,1,0,25,1,0.0,0.26,349,-0.3,79.5,8,40.0,0.0,0.0
8000000,180,1,0,21,0,0.24,0.05,1845,2.4,79.9,15,55.9,0.0,0.0
2000000,184,0,1,23,0,0.0,0.0,14,0.0,100.0,1,0.0,0.0,0.0
4000000,197,0,1,27,1,0.22,0.0,1616,-1.0999999999999996,59.2,7,35.9,0.0,0.0
3000000,186,0,1,27,1,0.0,0.0,292,-0.9,67.9,4,50.0,0.0,0.0
2500000,172,0,1,29,1,0.0,0.0,834,-0.1,81.4,24,100.0,0.0,0.0
4000000,186,0,1,27,1,0.04,0.0,2177,-0.19999999999999996,86.9,54,57.1,0.0,0.0
15000,191,1,0,21,0,0.0,0.0,45,0.0,70.8,1,0.0,0.0,0.0
1000000,176,0,1,25,0,0.06,0.18,1468,-0.8999999999999999,79.2,17,56.1,0.0,0.0
1000000,189,0,1,29,1,0.0,0.0,327,0.0,87.8,3,0.0,0.0,0.0
11000000,196,0,1,20,0,0.0,0.0,2430,0.0,62.3,0,0.0,0.714,37.0
5000000,179,1,0,27,1,0.0,0.0,270,-0.1,67.2,4,66.7,0.0,0.0
4000000,177,0,1,25,1,0.6,0.0,151,0.7,67.9,0,25.0,0.0,0.0
12000000,178,1,0,20,0,0.09,0.09,2009,0.19999999999999996,77.9,45,50.0,0.0,0.0
15000,177,1,0,20,0,0.0,0.0,45,0.0,74.1,0,0.0,0.0,0.0
3000000,176,1,0,22,1,0.0,0.0,523,-0.4,81.8,2,35.0,0.0,0.0
2000000,189,1,0,31,0,0.0,0.0,1890,-1.2,86.0,25,88.9,0.0,0.0
30000,175,0,1,23,1,0.0,0.0,185,0.0,79.2,3,0.0,0.0,0.0
16000000,172,0,1,24,0,0.0,0.33,270,-0.2,86.0,3,100.0,0.0,0.0
15000,177,0,1,22,0,0.0,0.0,6,0.0,91.7,0,0.0,0.0,0.0
6000000,168,0,1,24,1,0.21,0.21,2177,-1.7999999999999998,73.9,10,50.5,0.0,0.0
8000000,188,0,1,25,0,0.12,0.0,2221,0.0,84.8,28,77.6,0.0,0.0
2500000,180,1,0,27,1,0.0,0.05,1738,-0.1,74.5,29,66.7,0.0,0.0
80000,191,0,1,28,1,0.0,0.0,682,-0.2,85.2,14,66.7,0.0,0.0
725,181,0,1,20,0,0.0,0.0,163,-0.4,76.9,0,0.0,0.0,0.0
25000000,175,0,1,28,1,0.14,0.07,1280,1.3,86.6,36,62.1,0.0,0.0
9000000,178,0,1,32,1,0.17,0.29,2172,-1.0999999999999996,79.8,7,40.0,0.0,0.0
13000000,170,0,1,27,1,0.1,0.0,902,0.7,91.4,13,75.0,0.0,0.0
16000000,183,0,1,25,0,0.09,0.09,2970,-0.10000000000000009,88.1,43,65.9,0.0,0.0
18000000,182,0,1,19,1,0.08,0.08,1134,-0.8999999999999999,90.9,10,81.8,0.0,0.0
9000000,184,1,0,28,1,0.0,0.24,376,-0.2,80.0,3,100.0,0.0,0.0
13000000,182,0,1,25,1,0.06,0.12,1481,0.7,84.5,17,65.2,0.0,0.0
48000000,163,0,1,28,0,0.26,0.19,2810,-4.9,81.3,23,57.9,0.0,0.0
56000000,187,0,1,28,1,0.0,0.0,2105,-0.9,92.1,41,66.7,0.0,0.0
4000000,193,0,1,34,1,0.54,0.18,501,-1.7000000000000002,81.4,1,55.6,0.0,0.0
16000000,172,0,0,24,1,0.0,0.0,752,-0.1,87.9,17,77.8,0.0,0.0
28000000,175,0,1,24,1,0.35,0.09,1025,-0.09999999999999964,76.7,7,54.5,0.0,0.0
4000000,191,1,0,22,0,0.0,0.0,529,0.0,91.1,8,0.0,0.0,0.0
18000000,193,0,1,27,1,0.05,0.05,1799,0.30000000000000004,92.7,21,66.7,0.0,0.0
12000000,178,0,1,28,1,0.0,0.0,256,0.0,81.6,5,66.7,0.0,0.0
32000000,189,0,1,28,1,0.17,0.0,2176,2.3,92.8,17,100.0,0.0,0.0
28000000,190,1,0,22,0,0.0,0.0,1951,0.0,84.5,0,0.0,0.632,14.3
20000000,169,0,1,32,1,0.48,0.37,1689,3.8,75.2,20,54.2,0.0,0.0
32000000,186,1,0,25,1,0.57,0.0,1747,0.8000000000000007,82.9,9,62.5,0.0,0.0
2000000,183,0,1,30,1,0.0,0.0,1469,0.0,87.2,0,0.0,0.717,23.5
22000000,171,1,0,25,0,0.24,0.24,743,0.10000000000000009,76.3,8,70.8,0.0,0.0
12000000,168,1,0,28,1,0.0,0.09,1966,-1.2,82.8,25,68.4,0.0,0.0
50000000,189,1,0,23,1,0.1,0.2,2684,-0.10000000000000009,90.0,33,69.8,0.0,0.0
6000000,168,0,1,25,1,0.51,0.0,176,0.09999999999999998,80.2,3,37.5,0.0,0.0
32000000,180,0,0,25,1,0.06,0.12,2924,-2.0,87.2,17,59.7,0.0,0.0
16000000,174,1,0,25,1,0.12,0.06,3021,-2.3,76.3,36,49.5,0.0,0.0
4000000,165,1,0,27,1,0.0,0.36,749,-0.2,78.4,9,47.5,0.0,0.0
4000000,187,1,0,24,1,0.0,0.0,751,-0.1,85.9,23,75.0,0.0,0.0
3000000,193,1,0,30,0,0.0,0.57,632,-0.9,64.7,1,62.5,0.0,0.0
4000000,188,1,0,29,1,0.15,0.0,1186,0.7,78.6,12,71.4,0.0,0.0
5000000,191,0,1,30,1,0.0,0.0,3420,0.0,54.4,0,0.0,0.705,28.9
5000000,183,1,0,27,1,0.0,0.0,1228,0.0,71.3,6,33.3,0.0,0.0
5000000,190,0,1,30,1,0.07,0.07,2620,0.30000000000000004,76.6,32,78.6,0.0,0.0
9000000,177,0,1,28,0,0.42,0.21,850,-0.40000000000000036,73.3,10,80.0,0.0,0.0
8000000,186,0,1,24,0,0.04,0.08,2223,-0.19999999999999996,75.6,37,68.9,0.0,0.0
20000000,186,0,1,22,1,0.07,0.07,2683,-2.8,79.9,19,64.9,0.0,0.0
4000000,184,0,1,24,1,0.0,0.09,1020,-0.3,73.0,12,100.0,0.0,0.0
14000000,188,0,1,25,0,0.04,0.0,2076,0.7,82.5,10,66.7,0.0,0.0
15000000,180,0,1,23,1,0.19,0.0,480,0.5,81.4,2,60.0,0.0,0.0
4000000,190,0,1,28,1,0.41,0.0,442,1.4,72.7,6,66.7,0.0,0.0
3000000,171,0,1,19,0,0.31,0.0,575,1.6,81.4,3,71.4,0.0,0.0
17000000,181,0,1,21,0,0.07,0.07,1378,0.09999999999999998,78.4,21,64.3,0.0,0.0
4000000,178,0,1,25,1,0.0,0.06,1599,-0.1,71.5,32,65.0,0.0,0.0
3000000,178,0,1,27,1,0.0,0.0,212,-0.1,83.9,2,85.7,0.0,0.0
9000000,173,1,0,29,1,0.14,0.07,1315,0.3999999999999999,68.6,17,68.8,0.0,0.0
16000000,173,1,0,29,0,0.0,0.0,863,0.0,77.6,15,50.0,0.0,0.0
20000000,173,0,1,22,1,0.14,0.19,1863,-0.20000000000000018,72.7,11,68.0,0.0,0.0
13000000,186,0,1,27,1,0.11,0.0,1672,0.8999999999999999,75.1,27,84.2,0.0,0.0
14000000,184,0,1,27,0,0.25,0.08,2119,3.5,72.4,16,76.9,0.0,0.0
5000000,169,1,0,25,1,0.12,0.12,1493,1.4,70.1,19,76.9,0.0,0.0
6000000,173,0,1,26,1,0.1,0.0,938,0.30000000000000004,72.2,14,45.5,0.0,0.0
20000000,176,0,0,23,1,0.09,0.09,1003,-0.5,80.7,17,48.2,0.0,0.0
6500000,182,1,0,23,1,0.0,0.0,1122,-0.4,91.4,15,62.5,0.0,0.0
8000000,191,0,1,26,1,0.0,0.0,2340,0.0,83.3,0,0.0,0.752,15.4
3000000,175,0,1,19,1,0.18,0.37,490,-0.10000000000000009,76.4,8,56.3,0.0,0.0
3000000,170,0,1,23,0,0.06,0.06,1434,0.8,85.5,23,62.5,0.0,0.0
45000,191,0,1,20,1,0.0,0.0,50,-0.1,90.5,0,0.0,0.0,0.0
8000000,174,0,1,21,0,0.06,0.06,1629,-2.0,84.0,18,65.3,0.0,0.0
95000,188,0,1,22,0,0.0,0.0,180,0.0,67.2,0,0.0,0.833,0.0
2000000,185,1,0,23,1,0.14,0.0,649,-0.30000000000000004,86.3,9,53.8,0.0,0.0
14000000,180,0,1,24,0,0.36,0.15,1772,0.7000000000000002,83.5,16,57.9,0.0,0.0
1000000,189,1,0,35,1,0.05,0.0,1890,-0.19999999999999996,92.3,19,100.0,0.0,0.0
16000000,187,0,1,21,1,0.52,0.14,1888,3.8,77.1,8,47.4,0.0,0.0
2000000,168,1,0,25,1,0.0,0.0,160,0.0,81.0,1,33.3,0.0,0.0
