VALUE,HEIGHT,LEFT,RIGHT,AGE,NATIONALITY,GOAL,ASSIST,MINUTES,SCORINGABILITY,PASS,TACKLE,DRIBBLE,SAVE,CLEANSHEET
24000000,188,0,1,23,1,0.0,0.0,1751,-0.7,92.7,20,100.0,0.0,0.0
5000000,170,0,1,18,1,0.0,0.0,194,0.0,89.3,4,50.0,0.0,0.0
7000000,193,1,0,32,1,0.73,0.0,993,1.2999999999999998,67.6,3,66.7,0.0,0.0
31000000,177,0,1,18,0,0.1,0.52,863,-0.7,80.7,5,63.0,0.0,0.0
22000000,182,0,1,19,0,0.0,0.12,1515,-0.7,83.2,23,73.7,0.0,0.0
50000000,180,0,1,27,1,0.15,0.08,2379,0.6000000000000001,88.0,44,70.8,0.0,0.0
80000000,168,0,1,28,1,0.16,0.0,1732,1.4,85.5,43,60.9,0.0,0.0
45000000,177,0,1,25,1,0.04,0.13,2073,-0.3999999999999999,90.2,55,76.6,0.0,0.0
3000000,164,0,1,18,0,0.0,0.0,32,0.0,85.7,0,0.0,0.0,0.0
24000000,191,0,1,23,0,0.0,0.43,208,-0.5,88.5,0,100.0,0.0,0.0
40000000,178,0,1,20,0,0.22,0.16,2867,-0.20000000000000018,80.9,31,61.0,0.0,0.0
18000000,181,1,0,24,1,0.0,0.0,1024,-1.0,82.8,7,63.6,0.0,0.0
7500000,167,0,0,32,1,0.14,0.14,661,-1.7999999999999998,73.7,1,59.3,0.0,0.0
54000000,172,0,1,20,1,0.47,0.21,1722,0.8000000000000007,78.0,19,50.5,0.0,0.0
40000000,190,0,1,26,1,0.11,0.0,1710,1.4,87.8,24,0.0,0.0,0.0
16000000,184,0,1,21,0,0.07,0.0,1291,0.4,89.3,15,63.6,0.0,0.0
19000000,175,0,1,30,1,0.31,0.24,2600,1.9000000000000004,77.9,27,72.1,0.0,0.0
28000000,190,0,1,24,1,0.0,0.0,2344,-0.8,89.4,17,66.7,0.0,0.0
9000000,176,1,0,28,1,0.11,0.07,2507,0.6000000000000001,78.8,32,50.0,0.0,0.0
6000000,182,0,1,27,1,0.26,0.06,3148,2.5,81.9,29,64.1,0.0,0.0
10000000,190,0,1,28,1,0.14,0.07,1261,-3.0999999999999996,58.3,5,60.0,0.0,0.0
4000000,193,0,1,33,0,0.0,0.04,2167,-1.3,86.7,12,80.0,0.0,0.0
4000000,183,0,1,25,1,0.0,0.0,6,0.0,100.0,0,0.0,0.0,0.0
2000000,194,0,1,32,0,0.0,0.07,1266,-0.4,83.1,5,83.3,0.0,0.0
4000000,190,0,1,32,1,0.0,0.0,3150,0.0,56.1,0,0.0,0.714,28.6
2000000,197,0,1,32,1,0.0,0.0,270,0.0,42.7,0,0.0,0.636,0.0
2000000,191,0,1,29,0,0.0,0.06,1549,-0.1,73.7,18,60.0,0.0,0.0
8000000,189,0,1,29,1,0.04,0.04,2528,-0.8,75.9,45,51.4,0.0,0.0
4000000,178,0,0,31,1,0.0,0.09,3090,-2.5,78.2,70,65.3,0.0,0.0
2000000,180,0,1,28,1,0.0,0.0,1680,-0.4,77.0,42,54.5,0.0,0.0
7000000,173,0,1,23,1,0.0,0.0,655,-0.6,75.1,8,33.3,0.0,0.0
16000000,186,0,1,28,1,0.11,0.04,2513,0.5,77.1,37,64.7,0.0,0.0
5000000,175,1,0,19,0,0.0,0.0,195,0.0,80.7,2,100.0,0.0,0.0
250,182,0,1,17,0,0.0,0.0,15,0.0,55.6,0,66.7,0.0,0.0
4500000,182,1,0,22,1,0.0,0.0,769,0.0,75.3,12,73.3,0.0,0.0
9000000,187,1,0,29,1,0.0,0.0,931,0.0,87.4,7,83.3,0.0,0.0
9000000,178,1,0,26,1,0.26,0.09,1036,1.3,74.9,6,56.5,0.0,0.0
4000000,192,0,1,30,0,0.06,0.06,1582,-0.19999999999999996,80.7,14,100.0,0.0,0.0
12000000,183,0,1,28,1,0.51,0.0,177,0.30000000000000004,61.7,2,87.5,0.0,0.0
12000000,181,1,0,28,0,0.07,0.07,1294,0.6,70.7,20,70.6,0.0,0.0
3200000,186,0,1,29,0,0.0,0.0,2382,-0.3,74.0,31,68.4,0.0,0.0
1000000,189,0,1,26,0,0.94,0.94,96,-0.30000000000000004,65.9,2,66.7,0.0,0.0
44000000,180,0,1,26,1,0.11,0.08,3280,-1.2999999999999998,78.7,31,61.8,0.0,0.0
1300000,175,0,1,23,1,0.0,0.0,500,-0.9,60.6,6,43.9,0.0,0.0
7000000,185,0,1,24,1,0.07,0.1,2731,-0.5,83.8,33,84.6,0.0,0.0
2000000,182,0,0,24,1,0.0,0.0,545,-0.4,80.0,4,83.3,0.0,0.0
1000000,188,0,1,21,1,0.0,0.0,79,0.0,58.6,0,0.0,0.0,0.0
4000000,176,0,1,26,1,0.0,0.1,941,-0.8,71.4,0,40.0,0.0,0.0
32500,184,0,1,33,0,0.0,0.0,2015,-0.7,82.4,28,66.7,0.0,0.0
1000000,190,0,1,23,0,0.0,0.0,181,0.0,79.7,0,0.0,0.0,0.0
25000,187,0,1,37,0,0.0,0.13,675,-0.6,60.2,20,54.5,0.0,0.0
2000000,182,1,0,27,0,0.04,0.04,2057,0.4,75.6,23,50.0,0.0,0.0
2000000,180,1,0,31,0,0.55,0.0,2459,5.699999999999999,69.5,4,54.3,0.0,0.0
2500000,188,0,1,26,0,0.07,0.04,2428,0.8,91.0,22,100.0,0.0,0.0
2000000,189,0,1,29,1,0.0,0.18,498,0.0,81.9,5,0.0,0.0,0.0
2000000,189,0,1,25,1,0.4,0.07,1354,1.7999999999999998,66.9,4,64.9,0.0,0.0
65000,192,0,1,22,0,0.0,0.0,1530,0.0,68.7,0,100.0,0.618,11.8
4000000,186,0,1,22,1,0.0,0.0,1093,-2.0,68.8,13,54.2,0.0,0.0
2000000,183,0,1,29,1,0.05,0.1,1730,0.0,71.9,26,67.6,0.0,0.0
2500000,190,0,1,24,1,0.09,0.0,999,0.19999999999999996,81.3,15,84.6,0.0,0.0
30000,172,1,0,18,1,0.0,0.0,37,0.0,90.9,0,0.0,0.0,0.0
80000,174,0,1,25,0,0.0,0.0,91,0.0,55.3,1,66.7,0.0,0.0
1000000,174,0,1,26,0,0.17,0.34,530,-0.6000000000000001,65.1,3,53.8,0.0,0.0
2000000,185,0,1,25,0,0.0,0.13,701,-0.5,81.3,12,66.7,0.0,0.0
6000000,191,0,1,24,1,0.0,0.0,1530,0.0,71.1,0,0.0,0.632,11.8
4000000,175,1,0,25,1,0.0,0.28,1268,-0.8,80.2,20,77.4,0.0,0.0
80000,179,1,0,32,1,0.0,0.07,1339,-0.5,72.7,17,62.5,0.0,0.0
1000000,172,0,1,21,1,0.0,0.2,448,-0.5,61.2,6,55.6,0.0,0.0
4000000,175,0,1,24,0,0.24,0.16,2259,2.4,70.9,27,68.1,0.0,0.0
1000000,172,0,1,25,0,0.0,0.0,719,-0.3,66.7,4,42.9,0.0,0.0
4000000,177,0,1,27,0,0.03,0.06,2923,0.30000000000000004,71.1,39,41.2,0.0,0.0
2000000,188,1,0,23,1,0.09,0.0,957,0.30000000000000004,85.1,11,50.0,0.0,0.0
1000000,186,0,1,24,1,0.0,0.0,901,0.0,72.5,0,100.0,0.63,0.0
72500,182,0,1,30,1,0.0,0.07,1378,-0.2,69.8,19,60.0,0.0,0.0
1000000,175,0,1,29,0,0.05,0.05,1695,0.7,78.5,22,65.1,0.0,0.0
25000,168,0,1,39,0,0.0,0.0,401,-0.2,83.5,9,33.3,0.0,0.0
1000000,178,0,1,24,1,0.0,0.0,173,-0.1,74.1,2,37.5,0.0,0.0
2000000,190,0,1,24,1,0.23,0.23,799,-0.5,63.5,10,72.2,0.0,0.0
65000,183,0,1,32,1,0.0,0.12,1528,-0.2,76.8,23,54.8,0.0,0.0
7000000,180,0,1,20,0,0.24,0.0,1506,0.20000000000000018,71.7,27,67.0,0.0,0.0
80000,193,0,1,24,1,0.0,0.0,666,-0.4,84.1,5,0.0,0.0,0.0
2000000,186,0,1,31,1,0.0,0.0,2520,-1.2,87.3,20,66.7,0.0,0.0
2000000,196,0,1,25,1,0.0,0.0,1619,0.0,70.9,0,100.0,0.771,31.6
3500000,179,0,1,25,1,0.0,0.11,2386,-0.8,87.9,58,59.5,0.0,0.0
1000000,183,0,1,27,0,0.0,0.0,167,-0.3,79.4,1,0.0,0.0,0.0
1000000,168,0,1,21,1,0.0,0.0,158,-0.2,77.1,1,45.0,0.0,0.0
1000000,184,1,0,31,1,0.0,0.05,1869,-0.7,87.7,42,76.5,0.0,0.0
4000000,176,0,1,18,0,0.0,0.0,192,-0.1,84.5,5,0.0,0.0,0.0
80000,177,0,1,27,0,0.0,0.0,201,0.0,75.7,5,75.0,0.0,0.0
3000000,183,0,1,21,1,0.32,0.06,1391,2.0,81.8,14,51.3,0.0,0.0
2000000,179,1,0,21,1,0.06,0.0,1441,0.4,78.1,27,52.0,0.0,0.0
400,182,1,0,25,1,0.0,0.0,540,0.0,76.9,10,42.9,0.0,0.0
700,177,0,1,18,0,0.0,0.0,30,0.0,71.4,1,0.0,0.0,0.0
3500000,181,0,1,23,1,0.32,0.11,1676,1.0,68.8,23,52.5,0.0,0.0
32500,162,0,1,33,0,0.17,0.35,518,0.5,75.1,7,50.0,0.0,0.0
1000000,183,1,0,21,1,0.0,0.0,465,-0.6,73.6,4,66.7,0.0,0.0
72500,180,1,0,20,0,0.0,0.0,384,-0.3,67.3,7,68.8,0.0,0.0
2200000,187,0,1,30,1,0.23,0.09,1997,-2.4000000000000004,67.3,7,36.0,0.0,0.0
20000000,187,0,1,24,1,0.0,0.04,2309,-0.8,91.6,23,66.7,0.0,0.0
28000000,175,0,1,25,1,0.85,0.17,530,1.2000000000000002,75.0,2,57.1,0.0,0.0
7000000,187,0,1,20,1,0.0,0.0,133,0.0,89.1,1,33.3,0.0,0.0
40000000,185,0,1,23,0,0.12,0.29,2203,-1.0,83.2,35,70.0,0.0,0.0
11000000,183,0,1,20,1,0.0,1.32,68,0.0,81.5,0,33.3,0.0,0.0
11000000,187,0,1,28,1,0.0,0.0,2770,0.0,79.4,0,0.0,0.602,41.9
26000000,186,0,1,25,0,0.19,0.0,955,1.1,88.1,18,60.0,0.0,0.0
6000000,178,0,1,23,0,0.0,0.16,558,-1.1,90.1,7,76.5,0.0,0.0
17000000,182,1,0,27,1,0.0,0.0,830,-0.5,86.3,16,57.1,0.0,0.0
10000000,176,0,1,27,0,0.52,0.0,521,1.1,84.1,8,41.7,0.0,0.0
28000000,170,1,0,25,1,0.31,0.08,2335,3.5999999999999996,88.0,29,64.5,0.0,0.0
54000000,181,0,1,20,1,0.17,0.33,2715,1.2000000000000002,84.3,37,56.4,0.0,0.0
72000000,194,1,0,19,1,1.1,0.17,1063,4.9,73.7,5,44.4,0.0,0.0
32000000,175,0,1,26,1,0.26,0.49,2380,1.5999999999999996,76.8,36,57.7,0.0,0.0
2000000,194,0,1,31,1,0.0,0.0,290,0.0,84.0,0,0.0,0.857,100.0
24000000,191,0,1,30,0,0.03,0.1,2581,-0.7,88.4,47,80.0,0.0,0.0
3000000,173,0,1,19,1,0.0,0.46,197,-0.6,84.2,4,80.0,0.0,0.0
2000000,184,0,1,34,1,0.04,0.13,2106,0.6,87.8,30,56.5,0.0,0.0
90000,177,0,1,19,0,0.0,0.0,26,0.0,93.8,0,0.0,0.0,0.0
32000000,180,0,1,30,0,0.66,0.3,1495,1.5,82.8,22,54.7,0.0,0.0
30000000,185,0,1,16,1,0.0,0.25,355,-0.1,86.5,4,73.1,0.0,0.0
117000000,180,0,1,19,1,0.67,0.63,2287,7.699999999999999,83.5,14,56.7,0.0,0.0
1000000,180,1,0,31,0,1.36,1.36,66,0.4,78.8,0,0.0,0.0,0.0
16000000,180,1,0,26,0,0.15,0.0,594,0.6,85.7,8,54.5,0.0,0.0
18000000,186,0,1,23,0,0.09,0.0,1019,0.7,91.4,12,75.0,0.0,0.0
21000000,188,0,1,30,1,0.16,0.2,2245,1.7999999999999998,94.1,31,81.5,0.0,0.0
31000000,196,1,0,20,1,0.09,0.09,983,0.8,92.1,12,100.0,0.0,0.0
1000000,179,0,1,27,0,0.0,0.0,1147,-0.2,73.6,0,66.7,0.75,50.0
3000000,182,1,0,29,0,0.04,0.04,2360,0.4,67.1,31,83.3,0.0,0.0
1000000,178,0,1,32,0,0.04,0.0,2007,0.30000000000000004,74.4,20,66.7,0.0,0.0
1000000,181,1,0,28,0,0.15,0.0,1777,1.4,68.7,14,0.0,0.0,0.0
1000000,165,0,1,31,1,0.11,0.17,1604,-0.5,69.9,30,52.0,0.0,0.0
72500,191,0,1,27,1,0.08,0.0,1119,0.30000000000000004,64.2,9,100.0,0.0,0.0
500,179,0,1,35,1,0.42,0.0,1301,1.5,68.5,6,66.7,0.0,0.0
600,180,0,1,26,0,0.0,0.0,929,-0.2,74.3,9,71.4,0.0,0.0
1000000,173,0,1,25,1,0.0,0.0,877,-0.2,83.7,4,58.8,0.0,0.0
800,180,0,1,33,1,0.04,0.0,2253,-0.10000000000000009,73.6,27,60.0,0.0,0.0
10000000,194,1,0,27,1,0.0,0.0,3150,-0.4,45.1,0,100.0,0.584,28.6
2000000,181,0,1,29,0,0.05,0.19,1865,-1.6,71.5,17,75.0,0.0,0.0
3000000,182,0,1,26,1,0.0,0.05,1674,-1.7,72.1,29,75.0,0.0,0.0
3000000,178,0,1,22,0,0.16,0.04,2316,1.2000000000000002,81.4,41,72.2,0.0,0.0
2000000,169,0,1,31,1,0.09,0.14,1960,-1.9,73.8,17,45.0,0.0,0.0
2400000,186,0,1,29,0,0.25,0.05,1767,-1.0,67.1,6,44.4,0.0,0.0
1000000,183,0,1,32,0,0.05,0.09,1896,-2.0,58.0,15,52.6,0.0,0.0
25000,185,0,1,22,0,0.0,0.0,6,0.0,50.0,0,0.0,0.0,0.0
4000000,187,0,1,27,1,0.04,0.0,2090,0.0,69.2,15,100.0,0.0,0.0
1000000,171,0,1,33,1,0.3,0.26,2390,0.5999999999999996,72.6,21,51.9,0.0,0.0
800,177,1,0,29,0,0.0,0.18,490,-0.7,71.0,2,75.0,0.0,0.0
65000,189,0,1,34,0,0.2,0.0,457,0.8,83.8,2,100.0,0.0,0.0
2000000,178,1,0,24,1,0.0,0.0,435,0.0,70.3,2,33.3,0.0,0.0
2000000,174,0,0,23,0,0.0,0.0,1447,-0.1,73.4,12,55.6,0.0,0.0
1000000,188,0,1,33,1,0.11,0.0,1688,0.6000000000000001,82.8,22,81.8,0.0,0.0
2000000,186,0,1,29,1,0.37,0.07,1220,3.2,62.8,10,40.0,0.0,0.0
8000000,187,0,1,26,0,0.06,0.26,1389,-0.30000000000000004,65.2,21,57.5,0.0,0.0
5500000,196,0,1,30,1,0.49,0.12,1475,1.2999999999999998,59.2,4,57.1,0.0,0.0
1500000,183,0,1,27,0,0.0,0.0,511,-0.7,63.7,8,71.4,0.0,0.0
2000000,185,1,0,27,1,0.0,0.0,90,0.0,80.7,1,100.0,0.0,0.0
1000000,180,0,1,32,1,0.0,0.0,775,0.0,81.9,20,75.0,0.0,0.0
6000000,175,0,1,24,1,0.0,0.09,1048,-2.1,70.5,17,52.8,0.0,0.0
1000000,173,0,1,31,1,0.0,1.03,87,0.0,76.0,1,50.0,0.0,0.0
80000,180,0,1,35,1,0.0,0.0,1968,0.0,88.1,20,100.0,0.0,0.0
14000000,184,1,0,26,1,0.26,0.03,2721,4.2,77.5,47,45.5,0.0,0.0
2000000,189,0,1,30,1,0.21,0.11,838,1.1,80.7,16,66.7,0.0,0.0
3600000,182,0,1,19,1,0.0,0.0,150,0.0,78.6,3,50.0,0.0,0.0
8000000,180,0,1,22,1,0.09,0.18,1969,-3.7,74.9,21,66.1,0.0,0.0
6000000,183,0,1,25,0,0.0,0.19,1445,-1.3,80.6,39,65.6,0.0,0.0
32000000,184,1,0,26,1,0.12,0.33,2958,-1.9000000000000004,59.8,47,61.0,0.0,0.0
22500000,192,1,0,19,1,0.05,0.05,1721,0.4,82.5,21,67.7,0.0,0.0
12000000,184,0,1,24,1,0.49,0.21,1283,0.5,63.9,10,55.3,0.0,0.0
4000000,179,0,1,28,0,0.14,0.14,1936,2.1,84.8,41,71.4,0.0,0.0
3500000,190,0,1,26,1,0.0,0.0,810,0.0,70.1,0,0.0,0.745,11.1
16000000,184,0,1,23,1,0.69,0.17,1575,1.5,54.5,1,51.4,0.0,0.0
9000000,184,0,1,22,1,0.05,0.15,1746,-0.30000000000000004,81.8,39,52.0,0.0,0.0
2000000,190,0,1,25,1,0.0,0.0,331,-0.2,86.2,8,50.0,0.0,0.0
6000000,183,0,1,23,1,0.06,0.18,1491,-0.6000000000000001,70.0,24,76.9,0.0,0.0
8000000,189,0,1,29,0,0.0,0.0,1980,0.0,74.7,0,0.0,0.644,18.2
47500,190,0,1,29,0,0.0,0.0,270,0.0,68.0,0,0.0,0.619,0.0
8000000,190,1,0,28,1,0.0,0.06,1530,0.0,67.5,17,83.3,0.0,0.0
4000000,184,0,1,23,0,0.0,0.0,1043,0.0,87.9,8,100.0,0.0,0.0
6000000,181,0,1,25,1,0.05,0.15,1811,-2.6,54.5,9,53.6,0.0,0.0
2000000,174,1,0,22,0,0.0,0.0,870,-1.4,65.6,13,73.3,0.0,0.0
1000000,176,0,1,28,1,0.0,0.0,269,-0.1,80.1,0,60.0,0.0,0.0
11000000,180,0,1,25,0,0.07,0.03,2658,-0.6000000000000001,74.8,25,44.7,0.0,0.0
7000000,173,0,1,27,0,0.13,0.26,1371,-0.7999999999999998,55.7,18,50.0,0.0,0.0
4000000,192,0,1,30,1,0.12,0.0,2259,1.2,77.9,19,100.0,0.0,0.0
3000000,183,0,1,28,1,0.16,0.0,574,-0.19999999999999996,65.5,5,60.0,0.0,0.0
2000000,180,0,1,32,0,0.19,0.0,473,-0.30000000000000004,71.9,7,83.3,0.0,0.0
2000000,187,0,1,30,0,0.0,0.0,242,0.0,75.7,0,0.0,0.0,0.0
6000000,174,0,1,27,1,0.21,0.0,1719,-1.5,65.6,9,53.1,0.0,0.0
6000000,185,0,1,29,0,0.15,0.07,2455,2.9,80.6,30,88.9,0.0,0.0
80000,196,0,1,37,0,0.0,0.0,3232,0.0,58.2,2,75.0,0.66,11.1
80000,180,0,1,33,0,0.0,0.0,1384,-0.1,74.4,26,66.7,0.0,0.0
1000000,182,0,1,22,0,0.0,0.0,300,-0.1,89.4,1,0.0,0.0,0.0
1000000,176,0,1,19,0,0.0,0.0,173,0.0,89.1,4,100.0,0.0,0.0
6000000,167,1,0,21,0,0.0,0.0,1115,-0.1,82.5,6,47.4,0.0,0.0
1500000,188,0,1,30,1,0.0,0.07,1332,-0.3,83.7,14,75.0,0.0,0.0
1000000,189,1,0,29,0,0.0,0.0,180,0.0,80.6,0,0.0,1.0,100.0
5000000,172,1,0,21,0,0.08,0.0,1087,-0.7,76.4,15,51.2,0.0,0.0
2300000,169,0,1,19,0,0.0,0.0,1270,-0.1,72.8,9,40.0,0.0,0.0
2000000,163,0,0,30,1,0.0,0.0,56,-0.1,72.4,1,0.0,0.0,0.0
700,175,0,1,21,0,0.0,0.0,473,-0.4,70.2,6,44.4,0.0,0.0
3000000,173,0,1,18,0,0.0,0.0,182,-0.1,75.3,1,50.0,0.0,0.0
16000000,184,1,0,22,0,0.06,0.03,3008,-0.2999999999999998,80.2,61,64.0,0.0,0.0
2000000,174,0,1,31,0,0.0,0.05,1688,-0.3,77.0,35,75.0,0.0,0.0
20000,183,1,0,21,1,0.0,0.0,4,0.0,50.0,0,0.0,0.0,0.0
16000000,180,0,1,24,0,0.33,0.0,1075,0.0,79.0,5,64.6,0.0,0.0
9000000,168,0,1,22,1,0.0,0.26,1024,-1.0,65.9,10,55.6,0.0,0.0
3000000,185,1,0,30,0,0.0,0.0,2492,-1.4,73.7,46,61.9,0.0,0.0
1000000,170,1,0,34,0,0.0,0.0,404,0.0,80.4,6,50.0,0.0,0.0
15000000,164,0,1,26,1,0.21,0.14,1280,1.9,74.3,14,59.7,0.0,0.0
2000000,195,1,0,17,0,0.0,0.0,300,0.0,88.2,7,0.0,0.0,0.0
24000000,187,0,1,22,0,0.45,0.03,2626,-1.3000000000000007,66.2,11,44.1,0.0,0.0
9500000,177,0,1,30,1,0.0,0.05,1839,-0.7,76.8,31,61.3,0.0,0.0
16000000,180,0,1,21,0,0.04,0.0,2027,-1.0,78.3,18,61.8,0.0,0.0
12000000,174,1,0,29,0,0.0,0.0,1190,-0.1,86.9,11,83.3,0.0,0.0
28000000,178,1,0,26,1,0.0,0.21,3030,-1.4,69.5,39,58.1,0.0,0.0
22000000,186,0,1,23,1,0.0,0.0,136,0.0,74.6,4,100.0,0.0,0.0
22000000,188,0,1,26,1,0.0,0.06,1458,-0.2,83.7,24,74.3,0.0,0.0
1000000,173,0,1,18,0,0.0,0.2,440,-0.2,77.4,6,45.0,0.0,0.0
13000000,187,0,1,22,0,0.0,0.13,2054,-2.2,86.3,28,83.3,0.0,0.0
25000000,183,0,1,23,1,0.06,0.0,1596,-1.4,75.2,14,67.5,0.0,0.0
25000000,183,0,1,19,1,0.21,0.21,852,-2.0999999999999996,73.2,6,68.2,0.0,0.0
20000000,188,0,1,26,0,0.07,0.0,2559,0.30000000000000004,84.6,26,0.0,0.0,0.0
20000000,195,0,1,24,1,0.08,0.04,2284,-0.5,85.5,20,60.0,0.0,0.0
3000000,182,0,1,29,1,0.0,0.0,22,0.0,60.0,1,100.0,0.0,0.0
28000000,185,1,0,25,0,0.0,0.0,3420,0.0,65.2,0,0.0,0.634,23.7
60000000,184,0,1,22,1,0.38,0.09,3070,3.9000000000000004,66.0,45,61.7,0.0,0.0
9000000,186,0,1,29,1,0.0,0.0,1001,-0.3,87.1,19,100.0,0.0,0.0
9000000,182,0,1,27,1,0.0,0.2,1824,-0.4,78.0,40,53.8,0.0,0.0
18000000,186,0,1,29,1,0.07,0.11,2560,-2.2,78.2,45,60.5,0.0,0.0
12000000,183,0,1,28,1,0.31,0.0,291,0.30000000000000004,67.7,0,20.0,0.0,0.0
12000000,175,0,0,30,0,0.14,0.21,1287,-0.7999999999999998,65.7,8,58.3,0.0,0.0
2000000,178,1,0,20,1,0.0,0.0,64,-0.3,80.6,1,100.0,0.0,0.0
2000000,186,0,1,30,1,0.06,0.0,1585,-0.30000000000000004,81.6,26,80.8,0.0,0.0
11000000,184,0,1,24,0,0.09,0.09,980,0.0,76.6,10,53.8,0.0,0.0
3000000,186,0,1,32,1,0.15,0.0,599,-0.7,77.9,2,71.4,0.0,0.0
30000,192,0,1,18,0,0.0,0.0,6,0.0,100.0,0,0.0,0.0,0.0
1000000,180,0,1,32,1,0.04,0.0,2356,-1.0,84.1,36,80.0,0.0,0.0
20000000,187,0,1,22,0,0.1,0.07,2673,0.0,80.8,46,69.6,0.0,0.0
2000000,187,0,1,27,0,0.0,0.0,835,-0.2,87.6,10,66.7,0.0,0.0
48000000,180,0,1,21,0,0.38,0.2,2637,-0.3000000000000007,73.1,30,64.5,0.0,0.0
1000000,173,0,1,25,1,0.0,0.0,90,0.0,73.9,24,0.0,0.0,0.0
15000000,183,0,1,21,0,0.43,0.11,838,0.0,67.9,4,53.8,0.0,0.0
15000000,191,0,1,21,1,0.0,0.0,2790,0.0,71.6,0,0.0,0.0,0.0
13000000,178,1,0,26,1,0.1,0.1,887,0.19999999999999996,84.4,7,64.1,0.0,0.0
1000000,181,0,1,27,1,0.0,0.0,42,-0.1,66.7,0,100.0,0.0,0.0
5000000,182,1,0,27,1,0.11,0.0,828,0.4,82.0,17,50.0,0.0,0.0
9000000,181,1,0,25,1,0.0,0.18,2484,-0.6,75.3,30,46.2,0.0,0.0
5000000,185,1,0,21,1,0.0,0.0,611,0.0,88.3,10,75.0,0.0,0.0
17000000,185,0,1,21,1,0.3,0.3,301,-0.6000000000000001,72.1,1,55.6,0.0,0.0
9000000,183,0,1,21,1,0.0,0.07,2648,-1.5,74.7,20,66.7,0.0,0.0
24000000,195,0,1,21,1,0.14,0.0,3258,2.1,88.6,48,87.5,0.0,0.0
80000,182,1,0,27,1,0.0,0.0,9,0.0,60.0,1,0.0,0.0,0.0
12000000,185,0,1,22,1,0.0,0.0,63,-0.4,78.2,10,0.0,0.0,0.0
14000000,187,0,1,28,1,0.1,0.03,2830,0.2999999999999998,86.0,28,66.7,0.0,0.0
12000000,187,0,1,25,1,0.21,0.18,2950,-0.5,81.1,39,60.0,0.0,0.0
1000000,179,1,0,20,0,0.0,0.0,232,-0.1,86.2,2,80.0,0.0,0.0
3000000,170,0,1,36,1,0.19,0.19,1409,0.10000000000000009,84.2,12,61.1,0.0,0.0
3000000,180,0,1,20,0,0.0,0.0,514,-0.7,77.7,3,85.7,0.0,0.0
40000,193,0,1,29,0,0.0,0.0,624,0.0,69.0,0,0.0,0.895,42.9
1000000,179,0,1,24,0,0.0,0.1,858,-0.4,83.0,9,50.0,0.0,0.0
16000000,190,1,0,19,1,0.36,0.0,1499,-1.9000000000000004,68.8,2,68.1,0.0,0.0
2600000,185,0,1,21,1,0.0,0.0,12,0.0,100.0,0,0.0,0.0,0.0
1000000,172,0,1,29,1,0.0,0.0,663,-0.4,87.1,13,70.0,0.0,0.0
95000,178,0,1,24,1,0.0,0.0,298,-0.2,77.6,4,40.0,0.0,0.0
2800000,173,1,0,25,1,0.27,0.0,676,0.10000000000000009,72.0,6,58.8,0.0,0.0
95000,194,0,0,26,1,0.0,0.0,900,0.0,70.1,0,100.0,0.8,30.0
65000,182,0,1,32,0,0.0,0.26,350,-0.2,72.9,4,100.0,0.0,0.0
60000,176,0,1,31,0,0.0,0.0,120,-0.1,76.9,5,80.0,0.0,0.0
5000000,180,0,1,26,1,0.22,0.44,1618,1.0,72.4,9,48.1,0.0,0.0
2000000,184,0,1,28,0,0.07,0.0,1371,0.0,85.9,20,87.5,0.0,0.0
9000000,185,1,0,26,0,0.06,0.24,3029,1.0,70.5,23,39.1,0.0,0.0
8000000,186,0,1,25,0,0.1,0.1,1721,1.0,84.0,23,67.9,0.0,0.0
8000000,188,1,0,25,0,0.0,0.04,2434,-0.2,84.3,31,82.6,0.0,0.0
3000000,181,0,1,29,0,0.03,0.0,2783,-1.5,83.8,45,75.6,0.0,0.0
3000000,184,0,1,25,0,0.29,0.07,2485,-0.5,69.9,18,56.1,0.0,0.0
45000,186,0,0,19,0,0.0,0.0,174,-0.1,85.7,1,75.0,0.0,0.0
14000000,191,0,1,23,0,0.03,0.0,2705,-1.6,85.5,24,62.5,0.0,0.0
2000000,181,0,1,26,0,0.0,0.0,209,-0.1,80.2,0,100.0,0.0,0.0
9000000,189,0,1,23,1,0.0,0.05,1817,-1.0,87.0,8,100.0,0.0,0.0
6000000,188,0,1,30,0,0.41,0.07,2436,2.6999999999999993,64.8,16,47.4,0.0,0.0
3000000,182,0,0,22,1,0.15,0.0,1162,-0.3999999999999999,69.1,17,58.3,0.0,0.0
4000000,191,1,0,19,0,0.0,0.0,373,-0.1,78.4,5,100.0,0.0,0.0
4000000,180,0,1,29,1,0.16,0.03,2836,2.1,75.8,31,36.1,0.0,0.0
7000000,190,0,1,27,0,0.0,0.0,2091,0.0,68.2,0,0.0,0.746,16.7
52500,174,0,1,20,0,0.0,0.0,33,0.0,70.0,0,100.0,0.0,0.0
20000,186,0,0,20,0,0.0,0.0,69,0.0,78.0,0,0.0,0.75,0.0
16000000,181,1,0,23,0,0.5,0.07,1268,1.9000000000000004,77.5,6,41.2,0.0,0.0
2000000,178,1,0,20,1,0.14,0.14,666,-0.10000000000000009,81.4,18,63.6,0.0,0.0
2000000,180,0,1,28,1,0.0,0.08,1063,-0.8,82.5,5,66.7,0.0,0.0
3000000,183,1,0,24,0,0.0,0.08,1095,-0.2,66.5,3,35.0,0.0,0.0
